"gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue",,,,,,,,,,
"2883093505	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/61782614	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO		Antioquia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	6.158946	-75.637235	5.0						2020-10-05T10:22:58	5	10	2020	5219702	5219702	HUMAN_OBSERVATION	iNaturalist	Observations	61782614		Laura Betancur	2020-10-05T15:26:21	CC_BY_NC_4_0	Laura Betancur	Laura Betancur			2020-10-18T15:26:48.271Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",,,,,,,,,
"2873561416	f440262c-1d2c-11e2-8fd4-00145eb45e9a		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus 1758)		DE			PRESENT		c76cf030-2a95-11da-9cc1-b8a03c50a862									2002-01-01T00:00:00			2002	5219702	5219702	PRESERVED_SPECIMEN	ZSRO	Collection Mammalogie	746-Ma-2020				CC_BY_4_0					2020-10-18T03:59:46.739Z		",,,,,,,,,
"2873561365	f440262c-1d2c-11e2-8fd4-00145eb45e9a		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus 1758)		DE	Umgebung Wermelskirchen		PRESENT		c76cf030-2a95-11da-9cc1-b8a03c50a862									2005-01-01T00:00:00			2005	5219702	5219702	PRESERVED_SPECIMEN	ZSRO	Collection Mammalogie	915-Ma-2020				CC_BY_4_0					2020-10-18T03:59:46.710Z		",,,,,,,,,
"2871448591	4cb6c022-7654-4901-bb3d-e7028a26b1ac	UNIANDES:ANDES-M:2258	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus	(Linnaeus"," 1758)	CO	Chingaza		PRESENT		77c64839-4c99-4a40-beb3-cd16afc23540									2011-05-07T00:00:00	7	5	2011	5219702	5219702	PRESERVED_SPECIMEN	Universidad de los Andes (UniAndes)	ANDES-M	UANDES-M2258	DGS 002			CC_BY_NC_4_0		Diego Gomez			2020-10-09T17:18:03.951Z		",,,,,,,,
"2862358665	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/58544670	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		EC		Tungurahua	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-1.333005	-78.540438	87.0						2020-08-10T13:05:00	10	8	2020	5219702	5219702	HUMAN_OBSERVATION	iNaturalist	Observations	58544670		Karen Proaño	2020-09-04T21:17:42	CC_BY_NC_4_0	Karen Proaño	Karen Proaño			2020-10-18T15:12:51.521Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",,,,,,,,,
"2858052666	9a0b66df-7535-4f28-9f4e-5bc11b8b096c	Natuurpunt:Waarnemingen:197629892	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus	(Linnaeus"," 1758)	BE		Antwerp	PRESENT	1	4d3ceea8-5699-439d-a899-decac9cbbdac	51.23716	4.82225	10.0						2020-08-02T00:00:00	2	8	2020	5219702	5219702	HUMAN_OBSERVATION	Natuurpunt						CC0_1_0	Natuurpunt Studie				2020-10-16T15:26:20.429Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"2858036603	9a0b66df-7535-4f28-9f4e-5bc11b8b096c	Natuurpunt:Waarnemingen:197086838	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus	(Linnaeus"," 1758)	BE		Antwerp	PRESENT	1	4d3ceea8-5699-439d-a899-decac9cbbdac	51.23716	4.82224	10.0						2020-07-26T00:00:00	26	7	2020	5219702	5219702	HUMAN_OBSERVATION	Natuurpunt						CC0_1_0	Natuurpunt Studie				2020-10-16T15:24:24.150Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"2856505669	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/57165287	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		EC		Tungurahua	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-1.370556	-78.5175							2020-08-15T10:13:51	15	8	2020	5219702	5219702	HUMAN_OBSERVATION	iNaturalist	Observations	57165287		Ana Mireya Guerrero G.		CC_BY_NC_4_0	Jonathan Cruz	Jonathan Cruz			2020-10-18T15:27:14.941Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",,,,,,,,,
"2852381609	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1338215				CC_BY_4_0					2020-09-05T09:07:18.894Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2852379724	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1340790				CC_BY_4_0					2020-09-05T09:07:18.560Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2852379624	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1338216				CC_BY_4_0					2020-09-05T09:07:18.551Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2852378659	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1340789				CC_BY_4_0					2020-09-05T09:07:18.670Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2852377587	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1338217				CC_BY_4_0					2020-09-05T09:07:19.163Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2851701586	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1338219				CC_BY_4_0					2020-09-05T09:07:03.245Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2851698578	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1338220				CC_BY_4_0					2020-09-05T09:07:03.523Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2851685637	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1338221				CC_BY_4_0					2020-09-05T09:07:03.286Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2851684560	882d105b-fa99-4c3b-a736-b43674ce91f3		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758					PRESENT		7a070ba0-bafb-11d9-8e53-b8a03c50a862													5219702	5219702	UNKNOWN	Biodiversitätsdatenbank des Landes Salzburg	Biodiversitätsdatenbank des Landes Salzburg	1338218				CC_BY_4_0					2020-09-05T09:07:03.105Z		BASIS_OF_RECORD_INVALID",,,,,,,,
"2831768886	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.61595	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Molina"," 1782)	(Molina"," 1782)	NL	Goor	Overijssel	PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862									1960-01-15T00:00:00	15	1	1960	5219702	5219702	PRESERVED_SPECIMEN		Mammalia	RMNH.MAM.61595				CC0_1_0	Naturalis Biodiversity Center	Hoekstra B.			2020-10-14T20:50:25.190Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,
"2831767848	009a76f6-0960-4a56-a116-63991e6bb037	https://data.biodiversitydata.nl/naturalis/specimen/RMNH.MAM.61600	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Waterhouse"," 1839)	(Waterhouse"," 1839)	NL	Almelo	Overijssel	PRESENT	1	396d5f30-dea9-11db-8ab4-b8a03c50a862									1965-09-06T00:00:00	6	9	1965	5219702	5219702	PRESERVED_SPECIMEN		Mammalia	RMNH.MAM.61600				CC0_1_0	Naturalis Biodiversity Center	Hoekstra B.			2020-10-14T20:50:24.020Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,
"2831376898	96e13e19-b9d6-46b4-bb28-5f18bcfb10d0	urn:catalog:CMNH:Mammals:19118	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus					PRESENT		9c252ec3-7333-4cf8-a997-5441fcbad8dd													5219702	5219702	PRESERVED_SPECIMEN	CMNH	Mammals	19118				CC0_1_0				NATIVE	2020-10-07T12:24:08.289Z		",,,,,,,,,
"2818742449	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/50236540	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ID		Jawa Barat	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-7.336203	107.797333							2020-06-20T14:04:25	20	6	2020	5219702	5219702	HUMAN_OBSERVATION	iNaturalist	Observations	50236540		Yuli Kurniati	2020-06-20T07:30:01	CC_BY_NC_4_0	Yuli Kurniati	Yuli Kurniati			2020-10-18T15:11:48.704Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",,,,,,,,,
"2813925809	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/51012024	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		ZA		Western Cape	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	-33.829218	18.627168	55.0						2020-06-26T15:44:19	26	6	2020	5219702	5219702	HUMAN_OBSERVATION	iNaturalist	Observations	51012024		tfrench	2020-06-28T12:13:11	CC_BY_NC_4_0	Elmar van Rooyen	Elmar van Rooyen			2020-10-18T15:20:34.076Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",,,,,,,,,
"2806877303	f440262c-1d2c-11e2-8fd4-00145eb45e9a		Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus 1758)		DE			PRESENT		c76cf030-2a95-11da-9cc1-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	ZSRO	Collection Mammalogie	493-Ma				CC_BY_4_0					2020-10-18T03:59:46.685Z		RECORDED_DATE_INVALID",,,,,,,,,
"2804493465	2aa02cf8-c402-412c-9ad1-585e1e185bef	http://arctos.database.museum/guid/ASNHC:Mamm:19397?seid=4570030	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		US	Petco 4157 Sunset Dr"," San Angelo	Texas	PRESENT	1	9c0a8aa8-4ce7-49ba-aac7-21a97234f886	31.4298	-100.5025							2017-12-18T00:00:00	18	12	2017	5219702	5219702	PRESERVED_SPECIMEN	ASNHC	Mammal specimens	ASNHC:Mamm:19397		unknown	2017-12-18T00:00:00	CC0_1_0		Collector(s): Rose K. Wilhoyt; Preparator(s): Hannah L. Jones		MANAGED	2020-10-10T18:43:19.246Z		OCCURRENCE_STATUS_INFERRED_FROM_INDIVIDUAL_COUNT",,,,,,,,
"2802558096	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/49396235	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus		CO		Cundinamarca	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	4.727967	-74.147494	50.0						2016-12-17T07:43:00	17	12	2016	5219702	5219702	HUMAN_OBSERVATION	iNaturalist	Observations	49396235		Fundación Dodo Colombia	2020-06-13T02:08:09	CC_BY_NC_4_0	Fundación Dodo Colombia	Fundación Dodo Colombia			2020-10-18T15:11:59.353Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84",,,,,,,,,
"2650655869	4dd6694a-2b15-464e-ae46-3cfb683e821e	PUJ:MPUJ_MAMM:115	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758	(Linnaeus"," 1758)	CO	Parque Nacional Natural Chingaza	Cundinamarca	PRESENT		0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2	4.566568	-73.774123	7896.0		3200.0	0.0			1991-03-10T00:00:00	10	3	1991	5219702	5219702	PRESERVED_SPECIMEN	Pontificia Universidad Javeriana (PUJ)	MPUJ-MAMM	115			1991-02-28T00:00:00	CC_BY_NC_4_0		Quitiaquez G			2020-10-07T11:16:16.819Z		",,,,,,,
"2650655792	4dd6694a-2b15-464e-ae46-3cfb683e821e	PUJ:MPUJ_MAMM:100	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758	(Linnaeus"," 1758)	CO	Parque Nacional Natural Chingaza"," sector La Playa	Cundinamarca	PRESENT		0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2	4.567695	-73.799629	2652.0		3250.0	0.0			1990-02-10T00:00:00	10	2	1990	5219702	5219702	PRESERVED_SPECIMEN	Pontificia Universidad Javeriana (PUJ)	MPUJ-MAMM	100			1990-05-31T00:00:00	CC_BY_NC_4_0		Pérez-Torres Jairo			2020-10-07T11:16:16.807Z		",,,,,,
"2650655638	4dd6694a-2b15-464e-ae46-3cfb683e821e	PUJ:MPUJ_MAMM:96	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758	(Linnaeus"," 1758)	CO	Parque Nacional Natural Chingaza"," sector La Playa	Cundinamarca	PRESENT		0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2	4.567695	-73.799629	2652.0		3150.0	0.0			1989-06-10T00:00:00	10	6	1989	5219702	5219702	PRESERVED_SPECIMEN	Pontificia Universidad Javeriana (PUJ)	MPUJ-MAMM	96			1990-05-31T00:00:00	CC_BY_NC_4_0		Pérez-Torres Jairo			2020-10-07T11:16:16.797Z		",,,,,,
"2650655609	4dd6694a-2b15-464e-ae46-3cfb683e821e	PUJ:MPUJ_MAMM:37	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758	(Linnaeus"," 1758)	CO			PRESENT		0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2													5219702	5219702	PRESERVED_SPECIMEN	Pontificia Universidad Javeriana (PUJ)	MPUJ-MAMM	37				CC_BY_NC_4_0					2020-10-07T11:16:16.795Z		",,,,,,,
"2650655541	4dd6694a-2b15-464e-ae46-3cfb683e821e	PUJ:MPUJ_MAMM:12	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Linnaeus"," 1758	(Linnaeus"," 1758)	CO			PRESENT		0e2f2e28-7790-4c82-b8fb-6ef7b4c764e2									1984-05-10T00:00:00	10	5	1984	5219702	5219702	PRESERVED_SPECIMEN	Pontificia Universidad Javeriana (PUJ)	MPUJ-MAMM	12				CC_BY_NC_4_0					2020-10-07T11:16:16.791Z		",,,,,,,
"2628321464	a307e4d7-1de2-4adc-95d5-a0a8d5f57236	NMR999000154937	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus Pallas 1766			locality not ascertained		PRESENT	1	3ead5cf3-2840-482e-bbd9-76380825be63									2002-01-01T00:00:00			2002	5219702	5219702	PRESERVED_SPECIMEN	NMR	NMR Collection	NMR999000154937		G. Th. de Vries		CC_BY_4_0	Natural History Museum Rotterdam				2020-10-07T13:53:40.308Z		",,,,,,,,,
"2618704967	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam11214	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam11214				CC_BY_4_0		Schimper			2020-10-07T11:04:18.731Z		",,,,,,,,
"2618704843	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam05401	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam05401				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.718Z		",,,,,,,,
"2618703277	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam06329	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam06329				CC_BY_4_0		Preuschen			2020-10-07T11:04:18.641Z		",,,,,,,,
"2618702666	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam10736	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam10736				CC_BY_4_0					2020-10-07T11:04:18.601Z		",,,,,,,,
"2618702555	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam10775	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam10775				CC_BY_4_0					2020-10-07T11:04:18.596Z		",,,,,,,,
"2618702511	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08239	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08239				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
"2618702510	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08238	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)		PL		Opole	PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08238				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
"2618702508	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08236	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08236				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
"2618702506	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08237	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08237				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
"2618702503	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08235	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08235				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
"2618702500	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08233	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08233				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
"2618702499	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08234	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08234				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
"2618702498	29f4379a-6f76-4fef-bad7-bea550af9e16	MZS Mam08232	Animalia	Chordata	Mammalia	Rodentia	Caviidae	Cavia	Cavia porcellus		SPECIES	Cavia porcellus (Linnaeus"," 1758)	Cavia porcellus (Linnaeus"," 1758)					PRESENT		609d49d0-78fe-11dd-b871-b8a03c50a862													5219702	5219702	PRESERVED_SPECIMEN	Musée Zoologique de la ville de Strasbourg	Mammal osteology	MZS Mam08232				CC_BY_4_0		Hensel Reinhold			2020-10-07T11:04:18.594Z		",,,,,,,,
